crime_code,crime_description,crime_domain
444,SEXUAL ASSAULT,Violent Crime
484,ILLEGAL POSSESSION,Other Crime
142,COUNTERFEITING,Other Crime
242,KIDNAPPING,Other Crime
344,SEXUAL ASSAULT,Violent Crime
539,PUBLIC INTOXICATION,Other Crime
298,BURGLARY,Other Crime
133,SHOPLIFTING,Other Crime
138,VEHICLE - STOLEN,Violent Crime
521,FIREARM OFFENSE,Fire Accident
511,DOMESTIC VIOLENCE,Violent Crime
299,PUBLIC INTOXICATION,Other Crime
226,COUNTERFEITING,Other Crime
242,VANDALISM,Other Crime
560,VANDALISM,Other Crime
297,PUBLIC INTOXICATION,Other Crime
108,COUNTERFEITING,Other Crime
210,FRAUD,Other Crime
381,FRAUD,Other Crime
215,KIDNAPPING,Other Crime
198,KIDNAPPING,Other Crime
309,ILLEGAL POSSESSION,Other Crime
209,DRUG OFFENSE,Other Crime
190,FIREARM OFFENSE,Fire Accident
343,VANDALISM,Other Crime
380,ILLEGAL POSSESSION,Other Crime
422,CYBERCRIME,Other Crime
183,IDENTITY THEFT,Violent Crime
175,SHOPLIFTING,Other Crime
183,KIDNAPPING,Other Crime
107,BURGLARY,Other Crime
379,TRAFFIC VIOLATION,Traffic Fatality
597,ASSAULT,Violent Crime
296,SHOPLIFTING,Other Crime
396,VEHICLE - STOLEN,Violent Crime
414,COUNTERFEITING,Other Crime
154,SHOPLIFTING,Other Crime
226,DRUG OFFENSE,Other Crime
264,HOMICIDE,Other Crime
482,KIDNAPPING,Other Crime
252,ILLEGAL POSSESSION,Other Crime
586,VANDALISM,Other Crime
525,TRAFFIC VIOLATION,Traffic Fatality
470,FRAUD,Other Crime
344,KIDNAPPING,Other Crime
510,DRUG OFFENSE,Other Crime
516,ASSAULT,Violent Crime
573,COUNTERFEITING,Other Crime
186,FIREARM OFFENSE,Fire Accident
209,EXTORTION,Other Crime
223,KIDNAPPING,Other Crime
565,FIREARM OFFENSE,Fire Accident
439,DRUG OFFENSE,Other Crime
388,IDENTITY THEFT,Violent Crime
247,EXTORTION,Other Crime
260,ASSAULT,Violent Crime
122,ASSAULT,Violent Crime
139,ARSON,Fire Accident
260,HOMICIDE,Other Crime
424,IDENTITY THEFT,Violent Crime
561,PUBLIC INTOXICATION,Other Crime
461,DOMESTIC VIOLENCE,Violent Crime
101,VEHICLE - STOLEN,Violent Crime
460,VEHICLE - STOLEN,Violent Crime
240,ARSON,Fire Accident
364,ROBBERY,Violent Crime
433,SEXUAL ASSAULT,Violent Crime
394,VANDALISM,Other Crime
393,DRUG OFFENSE,Other Crime
171,HOMICIDE,Other Crime
297,DOMESTIC VIOLENCE,Violent Crime
380,DRUG OFFENSE,Other Crime
315,FIREARM OFFENSE,Fire Accident
171,CYBERCRIME,Other Crime
238,ARSON,Fire Accident
376,FIREARM OFFENSE,Fire Accident
319,VEHICLE - STOLEN,Violent Crime
163,FRAUD,Other Crime
209,CYBERCRIME,Other Crime
413,ILLEGAL POSSESSION,Other Crime
229,VEHICLE - STOLEN,Violent Crime
496,CYBERCRIME,Other Crime
521,ILLEGAL POSSESSION,Other Crime
526,CYBERCRIME,Other Crime
122,DOMESTIC VIOLENCE,Violent Crime
502,ARSON,Fire Accident
350,FIREARM OFFENSE,Fire Accident
194,BURGLARY,Other Crime
203,SHOPLIFTING,Other Crime
148,FRAUD,Other Crime
431,BURGLARY,Other Crime
561,ASSAULT,Violent Crime
321,PUBLIC INTOXICATION,Other Crime
368,ARSON,Fire Accident
429,FRAUD,Other Crime
385,ARSON,Fire Accident
351,SEXUAL ASSAULT,Violent Crime
140,DOMESTIC VIOLENCE,Violent Crime
540,IDENTITY THEFT,Violent Crime
140,SEXUAL ASSAULT,Violent Crime
121,ARSON,Fire Accident
281,KIDNAPPING,Other Crime
115,COUNTERFEITING,Other Crime
351,FRAUD,Other Crime
524,DRUG OFFENSE,Other Crime
494,HOMICIDE,Other Crime
594,DOMESTIC VIOLENCE,Violent Crime
542,KIDNAPPING,Other Crime
553,EXTORTION,Other Crime
244,ILLEGAL POSSESSION,Other Crime
198,DRUG OFFENSE,Other Crime
481,PUBLIC INTOXICATION,Other Crime
462,IDENTITY THEFT,Violent Crime
150,ROBBERY,Violent Crime
379,SEXUAL ASSAULT,Violent Crime
512,DRUG OFFENSE,Other Crime
312,BURGLARY,Other Crime
223,CYBERCRIME,Other Crime
121,TRAFFIC VIOLATION,Traffic Fatality
589,VEHICLE - STOLEN,Violent Crime
542,BURGLARY,Other Crime
233,ASSAULT,Violent Crime
527,ROBBERY,Violent Crime
591,DRUG OFFENSE,Other Crime
372,ROBBERY,Violent Crime
274,HOMICIDE,Other Crime
123,PUBLIC INTOXICATION,Other Crime
134,VANDALISM,Other Crime
169,EXTORTION,Other Crime
218,ILLEGAL POSSESSION,Other Crime
160,FIREARM OFFENSE,Fire Accident
145,ASSAULT,Violent Crime
120,ARSON,Fire Accident
297,EXTORTION,Other Crime
496,ASSAULT,Violent Crime
153,SHOPLIFTING,Other Crime
154,FRAUD,Other Crime
408,TRAFFIC VIOLATION,Traffic Fatality
520,VANDALISM,Other Crime
173,IDENTITY THEFT,Violent Crime
162,KIDNAPPING,Other Crime
424,ARSON,Fire Accident
472,VEHICLE - STOLEN,Violent Crime
256,SEXUAL ASSAULT,Violent Crime
529,ILLEGAL POSSESSION,Other Crime
536,FIREARM OFFENSE,Fire Accident
597,VEHICLE - STOLEN,Violent Crime
405,ILLEGAL POSSESSION,Other Crime
346,SEXUAL ASSAULT,Violent Crime
494,ILLEGAL POSSESSION,Other Crime
214,FIREARM OFFENSE,Fire Accident
275,PUBLIC INTOXICATION,Other Crime
286,ARSON,Fire Accident
454,ASSAULT,Violent Crime
400,EXTORTION,Other Crime
255,FRAUD,Other Crime
286,IDENTITY THEFT,Violent Crime
536,BURGLARY,Other Crime
426,DRUG OFFENSE,Other Crime
155,HOMICIDE,Other Crime
414,ASSAULT,Violent Crime
483,IDENTITY THEFT,Violent Crime
348,ASSAULT,Violent Crime
534,SEXUAL ASSAULT,Violent Crime
355,ROBBERY,Violent Crime
594,HOMICIDE,Other Crime
497,VANDALISM,Other Crime
560,BURGLARY,Other Crime
224,ROBBERY,Violent Crime
218,CYBERCRIME,Other Crime
317,CYBERCRIME,Other Crime
289,BURGLARY,Other Crime
142,HOMICIDE,Other Crime
238,FRAUD,Other Crime
375,VEHICLE - STOLEN,Violent Crime
401,DRUG OFFENSE,Other Crime
542,BURGLARY,Other Crime
287,VANDALISM,Other Crime
426,TRAFFIC VIOLATION,Traffic Fatality
524,VANDALISM,Other Crime
576,DRUG OFFENSE,Other Crime
589,DOMESTIC VIOLENCE,Violent Crime
213,BURGLARY,Other Crime
354,TRAFFIC VIOLATION,Traffic Fatality
563,ARSON,Fire Accident
538,BURGLARY,Other Crime
491,CYBERCRIME,Other Crime
188,SHOPLIFTING,Other Crime
492,ROBBERY,Violent Crime
218,EXTORTION,Other Crime
142,PUBLIC INTOXICATION,Other Crime
560,FRAUD,Other Crime
298,VEHICLE - STOLEN,Violent Crime
174,COUNTERFEITING,Other Crime
599,BURGLARY,Other Crime
460,IDENTITY THEFT,Violent Crime
547,ASSAULT,Violent Crime
364,FIREARM OFFENSE,Fire Accident
375,DOMESTIC VIOLENCE,Violent Crime
151,ASSAULT,Violent Crime
211,CYBERCRIME,Other Crime
421,PUBLIC INTOXICATION,Other Crime
249,SHOPLIFTING,Other Crime
329,SEXUAL ASSAULT,Violent Crime
458,IDENTITY THEFT,Violent Crime
154,HOMICIDE,Other Crime
406,PUBLIC INTOXICATION,Other Crime
197,EXTORTION,Other Crime
242,BURGLARY,Other Crime
498,FIREARM OFFENSE,Fire Accident
261,EXTORTION,Other Crime
167,SEXUAL ASSAULT,Violent Crime
579,ILLEGAL POSSESSION,Other Crime
158,CYBERCRIME,Other Crime
245,DRUG OFFENSE,Other Crime
378,SEXUAL ASSAULT,Violent Crime
182,FIREARM OFFENSE,Fire Accident
453,ASSAULT,Violent Crime
572,DRUG OFFENSE,Other Crime
367,PUBLIC INTOXICATION,Other Crime
237,IDENTITY THEFT,Violent Crime
474,ASSAULT,Violent Crime
133,FIREARM OFFENSE,Fire Accident
446,VANDALISM,Other Crime
179,VEHICLE - STOLEN,Violent Crime
494,DRUG OFFENSE,Other Crime
206,TRAFFIC VIOLATION,Traffic Fatality
474,ILLEGAL POSSESSION,Other Crime
477,VANDALISM,Other Crime
501,BURGLARY,Other Crime
591,HOMICIDE,Other Crime
220,VEHICLE - STOLEN,Violent Crime
283,COUNTERFEITING,Other Crime
232,SEXUAL ASSAULT,Violent Crime
343,EXTORTION,Other Crime
589,FRAUD,Other Crime
321,BURGLARY,Other Crime
491,PUBLIC INTOXICATION,Other Crime
513,TRAFFIC VIOLATION,Traffic Fatality
522,VANDALISM,Other Crime
192,ASSAULT,Violent Crime
335,ARSON,Fire Accident
452,VANDALISM,Other Crime
544,ARSON,Fire Accident
141,FIREARM OFFENSE,Fire Accident
156,IDENTITY THEFT,Violent Crime
253,BURGLARY,Other Crime
499,ILLEGAL POSSESSION,Other Crime
456,ARSON,Fire Accident
153,ARSON,Fire Accident
247,CYBERCRIME,Other Crime
403,VEHICLE - STOLEN,Violent Crime
513,DRUG OFFENSE,Other Crime
357,ILLEGAL POSSESSION,Other Crime
542,ROBBERY,Violent Crime
304,CYBERCRIME,Other Crime
108,KIDNAPPING,Other Crime
200,PUBLIC INTOXICATION,Other Crime
415,CYBERCRIME,Other Crime
311,TRAFFIC VIOLATION,Traffic Fatality
222,ROBBERY,Violent Crime
101,CYBERCRIME,Other Crime
553,BURGLARY,Other Crime
433,IDENTITY THEFT,Violent Crime
356,ROBBERY,Violent Crime
288,KIDNAPPING,Other Crime
344,EXTORTION,Other Crime
207,ROBBERY,Violent Crime
226,IDENTITY THEFT,Violent Crime
205,HOMICIDE,Other Crime
319,ROBBERY,Violent Crime
569,SEXUAL ASSAULT,Violent Crime
250,ROBBERY,Violent Crime
477,VEHICLE - STOLEN,Violent Crime
117,SHOPLIFTING,Other Crime
294,FRAUD,Other Crime
307,DOMESTIC VIOLENCE,Violent Crime
401,COUNTERFEITING,Other Crime
119,BURGLARY,Other Crime
445,VEHICLE - STOLEN,Violent Crime
454,PUBLIC INTOXICATION,Other Crime
117,ROBBERY,Violent Crime
174,VEHICLE - STOLEN,Violent Crime
160,COUNTERFEITING,Other Crime
406,BURGLARY,Other Crime
547,COUNTERFEITING,Other Crime
512,KIDNAPPING,Other Crime
408,TRAFFIC VIOLATION,Traffic Fatality
413,SEXUAL ASSAULT,Violent Crime
117,KIDNAPPING,Other Crime
432,SHOPLIFTING,Other Crime
342,KIDNAPPING,Other Crime
244,ARSON,Fire Accident
497,CYBERCRIME,Other Crime
289,PUBLIC INTOXICATION,Other Crime
357,CYBERCRIME,Other Crime
317,KIDNAPPING,Other Crime
510,BURGLARY,Other Crime
267,VANDALISM,Other Crime
154,IDENTITY THEFT,Violent Crime
568,CYBERCRIME,Other Crime
553,DOMESTIC VIOLENCE,Violent Crime
203,CYBERCRIME,Other Crime
354,KIDNAPPING,Other Crime
249,PUBLIC INTOXICATION,Other Crime
428,HOMICIDE,Other Crime
120,COUNTERFEITING,Other Crime
516,VEHICLE - STOLEN,Violent Crime
123,PUBLIC INTOXICATION,Other Crime
184,SHOPLIFTING,Other Crime
129,HOMICIDE,Other Crime
321,SEXUAL ASSAULT,Violent Crime
431,ARSON,Fire Accident
379,ROBBERY,Violent Crime
218,SEXUAL ASSAULT,Violent Crime
390,ROBBERY,Violent Crime
185,DOMESTIC VIOLENCE,Violent Crime
312,EXTORTION,Other Crime
395,DRUG OFFENSE,Other Crime
193,CYBERCRIME,Other Crime
426,FRAUD,Other Crime
510,CYBERCRIME,Other Crime
250,BURGLARY,Other Crime
469,HOMICIDE,Other Crime
139,FIREARM OFFENSE,Fire Accident
183,EXTORTION,Other Crime
298,ROBBERY,Violent Crime
584,KIDNAPPING,Other Crime
513,TRAFFIC VIOLATION,Traffic Fatality
257,DOMESTIC VIOLENCE,Violent Crime
255,BURGLARY,Other Crime
490,HOMICIDE,Other Crime
328,ASSAULT,Violent Crime
531,ROBBERY,Violent Crime
255,DRUG OFFENSE,Other Crime
377,ROBBERY,Violent Crime
228,BURGLARY,Other Crime
169,EXTORTION,Other Crime
390,ARSON,Fire Accident
146,EXTORTION,Other Crime
299,DRUG OFFENSE,Other Crime
323,PUBLIC INTOXICATION,Other Crime
481,ROBBERY,Violent Crime
457,ARSON,Fire Accident
213,KIDNAPPING,Other Crime
282,SEXUAL ASSAULT,Violent Crime
595,EXTORTION,Other Crime
533,ILLEGAL POSSESSION,Other Crime
215,EXTORTION,Other Crime
440,DOMESTIC VIOLENCE,Violent Crime
208,HOMICIDE,Other Crime
552,DRUG OFFENSE,Other Crime
104,DOMESTIC VIOLENCE,Violent Crime
270,VANDALISM,Other Crime
399,VANDALISM,Other Crime
267,COUNTERFEITING,Other Crime
216,FRAUD,Other Crime
254,VANDALISM,Other Crime
401,FRAUD,Other Crime
110,PUBLIC INTOXICATION,Other Crime
405,ARSON,Fire Accident
400,ROBBERY,Violent Crime
166,CYBERCRIME,Other Crime
515,ASSAULT,Violent Crime
505,ILLEGAL POSSESSION,Other Crime
466,FIREARM OFFENSE,Fire Accident
265,FRAUD,Other Crime
278,ARSON,Fire Accident
407,EXTORTION,Other Crime
293,IDENTITY THEFT,Violent Crime
592,PUBLIC INTOXICATION,Other Crime
270,ARSON,Fire Accident
130,VEHICLE - STOLEN,Violent Crime
314,KIDNAPPING,Other Crime
360,ROBBERY,Violent Crime
361,FIREARM OFFENSE,Fire Accident
171,KIDNAPPING,Other Crime
572,COUNTERFEITING,Other Crime
451,ARSON,Fire Accident
593,DRUG OFFENSE,Other Crime
318,TRAFFIC VIOLATION,Traffic Fatality
166,HOMICIDE,Other Crime
577,VANDALISM,Other Crime
587,BURGLARY,Other Crime
212,SHOPLIFTING,Other Crime
300,DRUG OFFENSE,Other Crime
110,CYBERCRIME,Other Crime
413,BURGLARY,Other Crime
282,SEXUAL ASSAULT,Violent Crime
370,ARSON,Fire Accident
410,COUNTERFEITING,Other Crime
543,ILLEGAL POSSESSION,Other Crime
389,COUNTERFEITING,Other Crime
495,VANDALISM,Other Crime
285,ASSAULT,Violent Crime
590,COUNTERFEITING,Other Crime
387,HOMICIDE,Other Crime
181,DRUG OFFENSE,Other Crime
564,CYBERCRIME,Other Crime
221,ASSAULT,Violent Crime
293,ARSON,Fire Accident
552,FRAUD,Other Crime
549,IDENTITY THEFT,Violent Crime
160,VANDALISM,Other Crime
492,KIDNAPPING,Other Crime
540,ARSON,Fire Accident
423,EXTORTION,Other Crime
334,SEXUAL ASSAULT,Violent Crime
283,DRUG OFFENSE,Other Crime
160,ASSAULT,Violent Crime
377,SHOPLIFTING,Other Crime
264,ASSAULT,Violent Crime
110,FIREARM OFFENSE,Fire Accident
597,BURGLARY,Other Crime
266,VEHICLE - STOLEN,Violent Crime
491,HOMICIDE,Other Crime
109,EXTORTION,Other Crime
119,ARSON,Fire Accident
397,CYBERCRIME,Other Crime
427,VEHICLE - STOLEN,Violent Crime
266,IDENTITY THEFT,Violent Crime
380,ARSON,Fire Accident
131,COUNTERFEITING,Other Crime
397,PUBLIC INTOXICATION,Other Crime
117,CYBERCRIME,Other Crime
246,BURGLARY,Other Crime
540,FRAUD,Other Crime
159,SHOPLIFTING,Other Crime
556,IDENTITY THEFT,Violent Crime
194,FRAUD,Other Crime
348,IDENTITY THEFT,Violent Crime
396,FRAUD,Other Crime
348,SEXUAL ASSAULT,Violent Crime
384,PUBLIC INTOXICATION,Other Crime
324,VANDALISM,Other Crime
310,CYBERCRIME,Other Crime
432,FRAUD,Other Crime
582,DRUG OFFENSE,Other Crime
228,TRAFFIC VIOLATION,Traffic Fatality
273,HOMICIDE,Other Crime
170,DRUG OFFENSE,Other Crime
575,FIREARM OFFENSE,Fire Accident
239,KIDNAPPING,Other Crime
403,EXTORTION,Other Crime
225,VEHICLE - STOLEN,Violent Crime
369,PUBLIC INTOXICATION,Other Crime
496,FRAUD,Other Crime
534,VEHICLE - STOLEN,Violent Crime
148,ARSON,Fire Accident
129,FIREARM OFFENSE,Fire Accident
423,ROBBERY,Violent Crime
393,ASSAULT,Violent Crime
168,DRUG OFFENSE,Other Crime
361,ROBBERY,Violent Crime
231,KIDNAPPING,Other Crime
309,HOMICIDE,Other Crime
293,EXTORTION,Other Crime
429,CYBERCRIME,Other Crime
549,ARSON,Fire Accident
375,ASSAULT,Violent Crime
578,FIREARM OFFENSE,Fire Accident
193,VEHICLE - STOLEN,Violent Crime
136,SHOPLIFTING,Other Crime
564,ARSON,Fire Accident
395,VEHICLE - STOLEN,Violent Crime
175,SHOPLIFTING,Other Crime
258,HOMICIDE,Other Crime
185,FIREARM OFFENSE,Fire Accident
545,VEHICLE - STOLEN,Violent Crime
229,DRUG OFFENSE,Other Crime
538,DRUG OFFENSE,Other Crime
102,ILLEGAL POSSESSION,Other Crime
528,VANDALISM,Other Crime
163,IDENTITY THEFT,Violent Crime
159,CYBERCRIME,Other Crime
320,SEXUAL ASSAULT,Violent Crime
564,KIDNAPPING,Other Crime
345,ROBBERY,Violent Crime
482,IDENTITY THEFT,Violent Crime
124,EXTORTION,Other Crime
115,ILLEGAL POSSESSION,Other Crime
200,CYBERCRIME,Other Crime
154,SHOPLIFTING,Other Crime
300,BURGLARY,Other Crime
259,EXTORTION,Other Crime
520,SEXUAL ASSAULT,Violent Crime
436,TRAFFIC VIOLATION,Traffic Fatality
162,IDENTITY THEFT,Violent Crime
438,VANDALISM,Other Crime
432,HOMICIDE,Other Crime
492,HOMICIDE,Other Crime
348,SEXUAL ASSAULT,Violent Crime
413,DOMESTIC VIOLENCE,Violent Crime
336,FRAUD,Other Crime
411,ARSON,Fire Accident
498,PUBLIC INTOXICATION,Other Crime
524,TRAFFIC VIOLATION,Traffic Fatality
305,ROBBERY,Violent Crime
352,SEXUAL ASSAULT,Violent Crime
542,EXTORTION,Other Crime
290,SHOPLIFTING,Other Crime
529,FRAUD,Other Crime
113,TRAFFIC VIOLATION,Traffic Fatality
466,CYBERCRIME,Other Crime
366,HOMICIDE,Other Crime
102,VEHICLE - STOLEN,Violent Crime
428,VANDALISM,Other Crime
409,PUBLIC INTOXICATION,Other Crime
270,EXTORTION,Other Crime
297,BURGLARY,Other Crime
441,SHOPLIFTING,Other Crime
233,HOMICIDE,Other Crime
342,PUBLIC INTOXICATION,Other Crime
560,DOMESTIC VIOLENCE,Violent Crime
200,BURGLARY,Other Crime
581,FRAUD,Other Crime
526,FRAUD,Other Crime
350,FRAUD,Other Crime
565,DOMESTIC VIOLENCE,Violent Crime
580,ARSON,Fire Accident
485,ASSAULT,Violent Crime
210,VANDALISM,Other Crime
437,FIREARM OFFENSE,Fire Accident
336,PUBLIC INTOXICATION,Other Crime
416,FRAUD,Other Crime
531,ROBBERY,Violent Crime
477,COUNTERFEITING,Other Crime
547,ROBBERY,Violent Crime
249,SHOPLIFTING,Other Crime
530,TRAFFIC VIOLATION,Traffic Fatality
152,EXTORTION,Other Crime
370,BURGLARY,Other Crime
554,DRUG OFFENSE,Other Crime
406,DOMESTIC VIOLENCE,Violent Crime
137,DOMESTIC VIOLENCE,Violent Crime
297,IDENTITY THEFT,Violent Crime
466,ASSAULT,Violent Crime
282,COUNTERFEITING,Other Crime
308,SEXUAL ASSAULT,Violent Crime
195,SHOPLIFTING,Other Crime
464,ASSAULT,Violent Crime
312,BURGLARY,Other Crime
502,VANDALISM,Other Crime
435,PUBLIC INTOXICATION,Other Crime
572,HOMICIDE,Other Crime
227,ASSAULT,Violent Crime
265,SHOPLIFTING,Other Crime
382,HOMICIDE,Other Crime
389,EXTORTION,Other Crime
205,ROBBERY,Violent Crime
251,EXTORTION,Other Crime
593,ROBBERY,Violent Crime
355,PUBLIC INTOXICATION,Other Crime
330,COUNTERFEITING,Other Crime
409,DRUG OFFENSE,Other Crime
487,ASSAULT,Violent Crime
482,VANDALISM,Other Crime
565,IDENTITY THEFT,Violent Crime
134,HOMICIDE,Other Crime
223,SHOPLIFTING,Other Crime
383,COUNTERFEITING,Other Crime
277,BURGLARY,Other Crime
414,PUBLIC INTOXICATION,Other Crime
120,ASSAULT,Violent Crime
375,EXTORTION,Other Crime
525,VANDALISM,Other Crime
125,COUNTERFEITING,Other Crime
387,COUNTERFEITING,Other Crime
254,FRAUD,Other Crime
595,FRAUD,Other Crime
572,DRUG OFFENSE,Other Crime
541,DRUG OFFENSE,Other Crime
252,BURGLARY,Other Crime
366,FIREARM OFFENSE,Fire Accident
588,IDENTITY THEFT,Violent Crime
496,SEXUAL ASSAULT,Violent Crime
277,FIREARM OFFENSE,Fire Accident
599,EXTORTION,Other Crime
232,DRUG OFFENSE,Other Crime
385,BURGLARY,Other Crime
311,ARSON,Fire Accident
506,PUBLIC INTOXICATION,Other Crime
594,TRAFFIC VIOLATION,Traffic Fatality
200,TRAFFIC VIOLATION,Traffic Fatality
326,FIREARM OFFENSE,Fire Accident
394,FRAUD,Other Crime
579,FRAUD,Other Crime
475,COUNTERFEITING,Other Crime
138,PUBLIC INTOXICATION,Other Crime
555,DOMESTIC VIOLENCE,Violent Crime
304,PUBLIC INTOXICATION,Other Crime
513,FRAUD,Other Crime
260,IDENTITY THEFT,Violent Crime
385,HOMICIDE,Other Crime
551,CYBERCRIME,Other Crime
328,ROBBERY,Violent Crime
255,FIREARM OFFENSE,Fire Accident
303,DRUG OFFENSE,Other Crime
424,ARSON,Fire Accident
502,FRAUD,Other Crime
138,DRUG OFFENSE,Other Crime
455,EXTORTION,Other Crime
361,EXTORTION,Other Crime
242,IDENTITY THEFT,Violent Crime
357,KIDNAPPING,Other Crime
187,SHOPLIFTING,Other Crime
254,IDENTITY THEFT,Violent Crime
106,ASSAULT,Violent Crime
226,ROBBERY,Violent Crime
355,CYBERCRIME,Other Crime
148,COUNTERFEITING,Other Crime
591,SHOPLIFTING,Other Crime
392,COUNTERFEITING,Other Crime
233,KIDNAPPING,Other Crime
119,DOMESTIC VIOLENCE,Violent Crime
531,PUBLIC INTOXICATION,Other Crime
284,VEHICLE - STOLEN,Violent Crime
153,ASSAULT,Violent Crime
135,ASSAULT,Violent Crime
285,EXTORTION,Other Crime
522,FIREARM OFFENSE,Fire Accident
210,ASSAULT,Violent Crime
195,COUNTERFEITING,Other Crime
569,ROBBERY,Violent Crime
295,FRAUD,Other Crime
192,CYBERCRIME,Other Crime
298,DOMESTIC VIOLENCE,Violent Crime
321,SHOPLIFTING,Other Crime
257,DRUG OFFENSE,Other Crime
259,SHOPLIFTING,Other Crime
491,ARSON,Fire Accident
286,CYBERCRIME,Other Crime
308,VEHICLE - STOLEN,Violent Crime
360,FIREARM OFFENSE,Fire Accident
301,EXTORTION,Other Crime
164,ROBBERY,Violent Crime
255,BURGLARY,Other Crime
302,CYBERCRIME,Other Crime
405,KIDNAPPING,Other Crime
292,ASSAULT,Violent Crime
292,SEXUAL ASSAULT,Violent Crime
242,ILLEGAL POSSESSION,Other Crime
205,CYBERCRIME,Other Crime
275,VANDALISM,Other Crime
554,VANDALISM,Other Crime
188,BURGLARY,Other Crime
360,ASSAULT,Violent Crime
102,KIDNAPPING,Other Crime
114,ILLEGAL POSSESSION,Other Crime
247,ASSAULT,Violent Crime
425,VEHICLE - STOLEN,Violent Crime
123,IDENTITY THEFT,Violent Crime
582,ARSON,Fire Accident
318,ILLEGAL POSSESSION,Other Crime
166,COUNTERFEITING,Other Crime
145,FRAUD,Other Crime
548,VEHICLE - STOLEN,Violent Crime
117,FRAUD,Other Crime
472,IDENTITY THEFT,Violent Crime
389,ARSON,Fire Accident
577,IDENTITY THEFT,Violent Crime
389,ASSAULT,Violent Crime
529,ASSAULT,Violent Crime
240,VANDALISM,Other Crime
555,KIDNAPPING,Other Crime
467,FIREARM OFFENSE,Fire Accident
218,KIDNAPPING,Other Crime
215,BURGLARY,Other Crime
352,CYBERCRIME,Other Crime
360,COUNTERFEITING,Other Crime
279,ARSON,Fire Accident
572,BURGLARY,Other Crime
177,VANDALISM,Other Crime
458,DOMESTIC VIOLENCE,Violent Crime
470,SEXUAL ASSAULT,Violent Crime
344,VEHICLE - STOLEN,Violent Crime
306,KIDNAPPING,Other Crime
204,VEHICLE - STOLEN,Violent Crime
570,PUBLIC INTOXICATION,Other Crime
264,SHOPLIFTING,Other Crime
576,ASSAULT,Violent Crime
231,TRAFFIC VIOLATION,Traffic Fatality
459,ILLEGAL POSSESSION,Other Crime
376,FRAUD,Other Crime
154,ROBBERY,Violent Crime
294,DOMESTIC VIOLENCE,Violent Crime
549,ARSON,Fire Accident
107,FRAUD,Other Crime
245,IDENTITY THEFT,Violent Crime
574,DRUG OFFENSE,Other Crime
327,SEXUAL ASSAULT,Violent Crime
461,ILLEGAL POSSESSION,Other Crime
451,FRAUD,Other Crime
599,VANDALISM,Other Crime
135,TRAFFIC VIOLATION,Traffic Fatality
589,SEXUAL ASSAULT,Violent Crime
337,HOMICIDE,Other Crime
156,ROBBERY,Violent Crime
401,IDENTITY THEFT,Violent Crime
345,SEXUAL ASSAULT,Violent Crime
259,IDENTITY THEFT,Violent Crime
412,ILLEGAL POSSESSION,Other Crime
569,DOMESTIC VIOLENCE,Violent Crime
589,FRAUD,Other Crime
411,BURGLARY,Other Crime
468,KIDNAPPING,Other Crime
397,EXTORTION,Other Crime
580,SEXUAL ASSAULT,Violent Crime
345,IDENTITY THEFT,Violent Crime
219,ASSAULT,Violent Crime
501,ARSON,Fire Accident
212,ROBBERY,Violent Crime
320,DRUG OFFENSE,Other Crime
438,ARSON,Fire Accident
557,ASSAULT,Violent Crime
558,BURGLARY,Other Crime
486,ROBBERY,Violent Crime
542,BURGLARY,Other Crime
121,SHOPLIFTING,Other Crime
102,FRAUD,Other Crime
418,ARSON,Fire Accident
137,VANDALISM,Other Crime
394,DOMESTIC VIOLENCE,Violent Crime
398,DOMESTIC VIOLENCE,Violent Crime
591,KIDNAPPING,Other Crime
411,TRAFFIC VIOLATION,Traffic Fatality
361,TRAFFIC VIOLATION,Traffic Fatality
316,HOMICIDE,Other Crime
151,COUNTERFEITING,Other Crime
306,SHOPLIFTING,Other Crime
457,SEXUAL ASSAULT,Violent Crime
242,ROBBERY,Violent Crime
247,CYBERCRIME,Other Crime
403,PUBLIC INTOXICATION,Other Crime
151,VANDALISM,Other Crime
502,DRUG OFFENSE,Other Crime
207,VANDALISM,Other Crime
364,VEHICLE - STOLEN,Violent Crime
412,COUNTERFEITING,Other Crime
364,ILLEGAL POSSESSION,Other Crime
270,SEXUAL ASSAULT,Violent Crime
352,SEXUAL ASSAULT,Violent Crime
109,FRAUD,Other Crime
395,BURGLARY,Other Crime
127,EXTORTION,Other Crime
371,ASSAULT,Violent Crime
536,ROBBERY,Violent Crime
537,BURGLARY,Other Crime
528,VEHICLE - STOLEN,Violent Crime
116,PUBLIC INTOXICATION,Other Crime
235,ROBBERY,Violent Crime
364,KIDNAPPING,Other Crime
373,EXTORTION,Other Crime
187,ILLEGAL POSSESSION,Other Crime
174,ARSON,Fire Accident
384,EXTORTION,Other Crime
232,HOMICIDE,Other Crime
341,ROBBERY,Violent Crime
107,CYBERCRIME,Other Crime
145,ROBBERY,Violent Crime
517,SEXUAL ASSAULT,Violent Crime
275,EXTORTION,Other Crime
164,VEHICLE - STOLEN,Violent Crime
356,CYBERCRIME,Other Crime
263,FRAUD,Other Crime
477,BURGLARY,Other Crime
487,CYBERCRIME,Other Crime
106,ARSON,Fire Accident
378,VANDALISM,Other Crime
596,COUNTERFEITING,Other Crime
134,SEXUAL ASSAULT,Violent Crime
220,DOMESTIC VIOLENCE,Violent Crime
496,ILLEGAL POSSESSION,Other Crime
